  4,916,768,942  99% - ...
  4,916,768,942  99%  - #<primitive-function call-interactively>
  4,916,768,942  99%   - funcall-interactively
  4,916,768,942  99%    - smex
  4,916,768,942  99%     - smex-read-and-run
  4,916,768,942  99%      - execute-extended-command
  4,916,768,942  99%       - command-execute
  4,916,768,942  99%        - call-interactively
  4,916,768,942  99%         - apply
  4,916,768,942  99%          - call-interactively@ido-cr+-record-current-command
  4,916,768,942  99%           - #<primitive-function call-interactively>
  4,916,768,942  99%            - funcall-interactively
  4,916,768,942  99%             - pel-profile-all
  4,916,768,942  99%              - pel-profile-dir
  4,916,768,942  99%               - pel-profile-indent
  4,916,768,942  99%                - pel-profile-indentation-test-of
  4,915,165,618  99%                 - call-interactively
  4,915,165,618  99%                  - apply
  4,915,165,618  99%                   - call-interactively@ido-cr+-record-current-command
  4,915,165,618  99%                    - #<primitive-function call-interactively>
  4,915,165,618  99%                     - funcall-interactively
  4,915,165,602  99%                      - seed7-complete-statement-or-indent
  4,915,165,602  99%                       - seed7-indent-region
  4,915,165,602  99%                        - seed7--indent-one-line
  4,915,050,290  99%                         - seed7-calc-indent
  3,004,475,161  60%                          - seed7-line-inside-parens-pair-column
  3,004,475,161  60%                           - seed7-line-inside-parens-pair
  2,980,000,947  60%                            - seed7-re-search-backward
  2,939,579,471  59%                             - run-with-timer
  2,939,579,471  59%                              - run-at-time
  1,647,623,400  33%                               - timer-activate
  1,647,623,400  33%                                - timer--activate
  1,647,623,400  33%                                 - timer--time-less-p
      1,707,084   0%                                    timer--time
    791,306,231  16%                                 timer-relative-time
    500,048,678  10%                               - timer-set-time
    500,048,496  10%                                  timer--time-setter
        600,880   0%                                 timer-create
            282   0%                                 timer-set-function
     35,563,152   0%                               re-search-backward
      2,687,240   0%                             - seed7-inside-string-p
      1,367,104   0%                              - syntax-ppss
        852,592   0%                                 parse-partial-sexp
        513,856   0%                                 make-closure
      1,546,263   0%                             - seed7-inside-comment-p
      1,218,887   0%                              - syntax-ppss
        655,840   0%                                 parse-partial-sexp
        451,696   0%                                 make-closure
         12,279   0%                                 syntax-table
            573   0%                                 #<byte-code-function CC6>
        493,653   0%                               make-closure
     23,998,550   0%                            - forward-sexp
     23,981,800   0%                               seed7--forward-sexp-function
         82,160   0%                            - seed7-line-inside-syntax-parens-pair
         41,080   0%                             - syntax-ppss
         32,792   0%                                parse-partial-sexp
          8,288   0%                                make-closure
         32,792   0%                               seed7-move-to-line
    500,995,956  10%                          - seed7-line-is-defun-end
    196,508,021   3%                           - seed7-end-of-defun
    179,237,741   3%                            - seed7-top-block-name
    179,052,797   3%                             - seed7--to-top
    177,617,709   3%                              - seed7-re-search-backward
    175,839,168   3%                               - run-with-timer
    175,839,168   3%                                - run-at-time
    107,967,208   2%                                 - timer-activate
    107,967,208   2%                                  - timer--activate
    107,934,416   2%                                   - timer--time-less-p
      1,770,768   0%                                      timer--time
     40,746,592   0%                                   timer-relative-time
     25,857,304   0%                                 - timer-set-time
     25,857,304   0%                                    timer--time-setter
      1,268,064   0%                                   timer-create
        918,565   0%                               - seed7-inside-comment-p
        640,917   0%                                - syntax-ppss
        557,464   0%                                   parse-partial-sexp
         49,728   0%                                   make-closure
            933   0%                                   syntax-table
        830,968   0%                               - seed7-inside-string-p
        410,440   0%                                - syntax-ppss
        360,712   0%                                   parse-partial-sexp
         49,728   0%                                   make-closure
         29,008   0%                                 make-closure
      1,172,752   0%                              - run-with-timer
      1,172,752   0%                               - run-at-time
        654,752   0%                                - timer-activate
        654,752   0%                                 - timer--activate
        654,752   0%                                    timer--time-less-p
        314,944   0%                                  timer-relative-time
        198,912   0%                                - timer-set-time
        198,912   0%                                   timer--time-setter
          4,144   0%                                  timer-create
        176,656   0%                             - seed7--block-name
        107,872   0%                                match-string
         33,152   0%                              - seed7-re-search-forward
         29,008   0%                                 seed7-inside-string-p
          4,144   0%                                 seed7-inside-comment-p
      5,509,344   0%                              match-string
      5,107,344   0%                              match-string-no-properties
      4,416,537   0%                            - seed7-re-search-forward
      2,647,143   0%                             - seed7-inside-comment-p
      1,975,815   0%                              - syntax-ppss
      1,614,383   0%                               - syntax-propertize
      1,424,839   0%                                  seed7-mode-syntax-propertize
         32,792   0%                                - #<byte-code-function F8A>
         32,792   0%                                   syntax-propertize-wholelines
        262,336   0%                                 parse-partial-sexp
         66,304   0%                                 make-closure
        935,288   0%                             - seed7-inside-string-p
        427,016   0%                              - syntax-ppss
        360,712   0%                                 parse-partial-sexp
         66,304   0%                                 make-closure
