  1,737,523,784  99% - ...
  1,737,523,784  99%  - #<primitive-function call-interactively>
  1,737,523,784  99%   - funcall-interactively
  1,737,523,784  99%    - smex
  1,737,523,784  99%     - smex-read-and-run
  1,737,523,784  99%      - execute-extended-command
  1,737,523,784  99%       - command-execute
  1,737,523,784  99%        - call-interactively
  1,737,523,784  99%         - apply
  1,737,523,784  99%          - call-interactively@ido-cr+-record-current-command
  1,737,523,784  99%           - #<primitive-function call-interactively>
  1,737,523,784  99%            - funcall-interactively
  1,737,523,784  99%             - pel-profile-all
  1,737,523,784  99%              - pel-profile-dir
  1,737,523,784  99%               - pel-profile-indent
  1,737,523,784  99%                - pel-profile-indentation-test-of
  1,735,942,988  99%                 - call-interactively
  1,735,942,988  99%                  - apply
  1,735,942,988  99%                   - call-interactively@ido-cr+-record-current-command
  1,735,942,988  99%                    - #<primitive-function call-interactively>
  1,735,942,988  99%                     - funcall-interactively
  1,735,942,972  99%                      - seed7-complete-statement-or-indent
  1,735,942,972  99%                       - seed7-indent-region
  1,735,942,972  99%                        - seed7--indent-one-line
  1,735,043,724  99%                         - seed7-calc-indent
    571,376,057  32%                          - seed7-line-inside-parens-pair-column
    571,376,057  32%                           - seed7-line-inside-parens-pair
    561,608,323  32%                            - seed7-re-search-backward
    375,465,581  21%                             - run-with-timer
    375,465,581  21%                              - run-at-time
    146,164,281   8%                               - timer-activate
    146,164,281   8%                                - timer--activate
    146,164,281   8%                                 - timer--time-less-p
         32,817   0%                                    timer--time
    127,448,964   7%                                 timer-relative-time
     84,161,600   4%                               - timer-set-time
     84,161,600   4%                                  timer--time-setter
     17,690,736   1%                                 timer-create
    111,017,985   6%                             - seed7-inside-string-p
     34,060,121   1%                              - syntax-ppss
     34,059,536   1%                                 make-closure
             92   0%                                 #<byte-code-function 8C9>
     53,376,350   3%                             - seed7-inside-comment-p
     29,186,436   1%                              - syntax-ppss
     29,086,736   1%                                 make-closure
         65,584   0%                                 parse-partial-sexp
            322   0%                                 #<byte-code-function B16>
            182   0%                                 syntax-table
     11,619,776   0%                               make-closure
     10,128,631   0%                               re-search-backward
      9,092,262   0%                            - forward-sexp
      9,091,712   0%                               seed7--forward-sexp-function
        455,840   0%                            - seed7-line-inside-syntax-parens-pair
        294,224   0%                             - syntax-ppss
        294,224   0%                                make-closure
    493,695,364  28%                          - seed7-line-inside-a-block-cached
    493,322,404  28%                           - seed7-line-inside-a-block
    272,455,461  15%                            - seed7--safe-enclosing-block-bounds
    267,967,484  15%                             - seed7--block-end-pos-for
    267,777,836  15%                              - seed7-to-block-forward
    140,160,130   8%                               - seed7--current-line-nth-word
    132,024,971   7%                                - thing-at-point
    108,482,133   6%                                 - bounds-of-thing-at-point
     49,166,088   2%                                    make-closure
     19,765,497   1%                                  - #<byte-code-function F3F>
     19,764,360   1%                                   - forward-thing
     19,764,360   1%                                      format
     16,469,022   0%                                  - seq-some
     16,468,256   0%                                     make-closure
            298   0%                                     seq-do
      9,248,166   0%                                  - #<byte-code-function 770>
      9,247,920   0%                                   - forward-thing
      9,247,920   0%                                      format
         29,696   0%                                    re-search-forward
     69,565,619   3%                               - seed7-re-search-forward
     24,964,947   1%                                - seed7-inside-comment-p
     22,180,179   1%                                 - syntax-ppss
     17,410,290   1%                                  - syntax-propertize
     17,149,218   0%                                     seed7-mode-syntax-propertize
      4,736,592   0%                                    make-closure
         32,792   0%                                    parse-partial-sexp
            505   0%                                    #<byte-code-function D28>
     20,680,594   1%                                - seed7-inside-string-p
      4,850,514   0%                                 - syntax-ppss
      4,815,328   0%                                    make-closure
         32,792   0%                                    parse-partial-sexp
          1,186   0%                                    #<byte-code-function 63C>
     26,662,180   1%                               - seed7-inside-line-trailing-whitespace-before-line-end-comment-p
      6,709,136   0%                                - seed7-inside-line-indent-before-comment-p
         74,592   0%                                 - seed7-inside-comment-p
         41,440   0%                                  - syntax-ppss
         41,440   0%                                     make-closure
      5,977,116   0%                                - seed7-inside-comment-p
      2,160,492   0%                                 - syntax-ppss
      2,159,024   0%                                    make-closure
          1,468   0%                                    syntax-table
     10,838,063   0%                                 seed7--end-regexp-for
      7,924,840   0%                               - seed7-inside-comment-p
      4,883,144   0%                                - syntax-ppss
      4,881,632   0%                                   make-closure
          1,512   0%                                   #<byte-code-function 11E>
      5,768,643   0%                               - seed7-inside-line-indent-before-comment-p
        132,608   0%                                - seed7-inside-comment-p
         70,448   0%                                 - syntax-ppss
         70,448   0%                                    make-closure
            195   0%                                  seed7-to-indent
      5,499,129   0%                               - seed7-end-of-defun
      5,282,617   0%                                - seed7-top-block-name
      5,216,369   0%                                 - seed7--to-top
      5,112,033   0%                                  - seed7-re-search-backward
      3,992,928   0%                                   - run-with-timer
      3,992,928   0%                                    - run-at-time
      1,975,056   0%                                     - timer-activate
      1,975,056   0%                                      - timer--activate
      1,975,056   0%                                         timer--time-less-p
      1,119,920   0%                                       timer-relative-time
        748,768   0%                                     - timer-set-time
        748,768   0%                                        timer--time-setter
        149,184   0%                                       timer-create
        555,296   0%                                   - seed7-inside-string-p
        132,608   0%                                    - syntax-ppss
        132,608   0%                                       make-closure
        458,161   0%                                   - seed7-inside-comment-p
        396,001   0%                                    - syntax-ppss
        279,969   0%                                     - syntax-propertize
        279,969   0%                                        seed7-mode-syntax-propertize
        116,032   0%                                       make-closure
        103,600   0%                                     make-closure
          2,048   0%                                     re-search-backward
        100,192   0%                                  - run-with-timer
        100,192   0%                                   - run-at-time
         38,688   0%                                    - timer-activate
         38,688   0%                                     - timer--activate
         38,688   0%                                        timer--time-less-p
         37,696   0%                                      timer-relative-time
         23,808   0%                                    - timer-set-time
         23,808   0%                                       timer--time-setter
          4,144   0%                                    make-closure
         62,104   0%                                 - seed7--block-name
         50,872   0%                                  - seed7-re-search-forward
         29,008   0%                                   - seed7-inside-string-p
         12,432   0%                                    - syntax-ppss
         12,432   0%                                       make-closure
         16,576   0%                                   - seed7-inside-comment-p
         12,432   0%                                    - syntax-ppss
         12,432   0%                                       make-closure
         11,232   0%                                    match-string
        154,064   0%                                - seed7-re-search-backward
        120,912   0%                                 - run-with-timer
        120,912   0%                                  - run-at-time
         46,976   0%                                   - timer-activate
         46,976   0%                                    - timer--activate
         46,976   0%                                       timer--time-less-p
         37,696   0%                                     timer-relative-time
         27,952   0%                                   - timer-set-time
         27,952   0%                                      timer--time-setter
          8,288   0%                                     timer-create
         29,008   0%                                 - seed7-inside-string-p
          4,144   0%                                  - syntax-ppss
          4,144   0%                                     make-closure
          4,144   0%                                 - seed7-inside-comment-p
          4,144   0%                                  - syntax-ppss
          4,144   0%                                     make-closure
         21,392   0%                                  match-string
         20,520   0%                                - seed7-re-search-forward
          4,144   0%                                   seed7-inside-string-p
        106,416   0%                              - seed7--line-ends-a-statement-p
        102,272   0%                                 looking-at
         21,744   0%                              - seed7-re-search-forward-closest
         17,600   0%                               - seed7-re-search-forward
         16,576   0%                                - seed7-inside-string-p
          8,288   0%                                 - syntax-ppss
          8,288   0%                                    make-closure
    171,687,396   9%                            - seed7-re-search-backward
    127,471,373   7%                             - run-with-timer
    127,471,373   7%                              - run-at-time
     50,107,024   2%                               - timer-activate
     50,107,024   2%                                - timer--activate
     50,107,024   2%                                   timer--time-less-p
     43,948,464   2%                                 timer-relative-time
     28,230,659   1%                               - timer-set-time
     28,229,472   1%                                  timer--time-setter
      5,184,144   0%                                 timer-create
          1,082   0%                                 timer-set-function
     21,329,618   1%                             - seed7-inside-string-p
      3,680,322   0%                              - syntax-ppss
      3,646,720   0%                                 make-closure
         32,792   0%                                 parse-partial-sexp
            337   0%                                 #<byte-code-function ED6>
     12,667,301   0%                               re-search-backward
      6,195,280   0%                             - seed7-inside-comment-p
      2,440,816   0%                              - syntax-ppss
      2,440,816   0%                                 make-closure
      4,023,824   0%                               make-closure
     34,597,691   1%                            - replace-regexp-in-string
      1,482,477   0%                               concat
      7,884,984   0%                              match-string
      2,738,504   0%                              seed7--indent-offset-for
        716,912   0%                              seed7--on-lineof
        392,080   0%                            - seed7-calc-indent
         81,160   0%                             - seed7-line-at-endof-array-definition-block
         33,184   0%                              - seed7-line-code-ends-with
         33,184   0%                               - seed7-re-search-backward
         17,776   0%                                - run-with-timer
         17,776   0%                                 - run-at-time
          6,864   0%                                  - timer-activate
          6,864   0%                                   - timer--activate
          6,864   0%                                      timer--time-less-p
          6,688   0%                                    timer-relative-time
          4,224   0%                                  - timer-set-time
          4,224   0%                                     timer--time-setter
         11,264   0%                                  re-search-backward
          4,144   0%                                  make-closure
         24,552   0%                              - backward-sexp
         24,552   0%                               - forward-sexp
         24,552   0%                                - seed7--forward-sexp-function
         13,840   0%                                 - seed7--at-set-definition-end-line-p
         13,840   0%                                  - seed7-line-code-ends-with
         13,840   0%                                   - seed7-re-search-backward
          9,696   0%                                    - run-with-timer
          9,696   0%                                     - run-at-time
          3,744   0%                                      - timer-activate
          3,744   0%                                       - timer--activate
          3,744   0%                                          timer--time-less-p
          3,648   0%                                        timer-relative-time
          2,304   0%                                      - timer-set-time
          2,304   0%                                         timer--time-setter
          4,144   0%                                    - seed7-inside-comment-p
          4,144   0%                                     - syntax-ppss
          4,144   0%                                        make-closure
          9,696   0%                                 - seed7--at-array-definition-end-line-p
          9,696   0%                                  - seed7-line-code-ends-with
          9,696   0%                                   - seed7-re-search-backward
          9,696   0%                                    - run-with-timer
          9,696   0%                                     - run-at-time
          3,744   0%                                      - timer-activate
          3,744   0%                                       - timer--activate
          3,744   0%                                          timer--time-less-p
          3,648   0%                                        timer-relative-time
          2,304   0%                                      - timer-set-time
          2,304   0%                                         timer--time-setter
         13,136   0%                              - seed7-re-search-backward
          8,992   0%                               - run-with-timer
          8,992   0%                                - run-at-time
          6,016   0%                                 - timer-activate
          6,016   0%                                  - timer--activate
          6,016   0%                                     timer--time-less-p
          1,824   0%                                   timer-relative-time
          1,152   0%                                 - timer-set-time
          1,152   0%                                    timer--time-setter
          4,144   0%                               - seed7-inside-string-p
          4,144   0%                                - syntax-ppss
          4,144   0%                                   make-closure
          6,144   0%                                looking-at
          4,144   0%                              - seed7-move-to-line
          4,144   0%                                 seed7-to-previous-non-empty-line
         63,240   0%                             - seed7-line-inside-a-block-cached
         63,240   0%                              - seed7-line-inside-a-block
         33,280   0%                               - seed7-re-search-backward
         21,920   0%                                - run-with-timer
         21,920   0%                                 - run-at-time
         11,008   0%                                  - timer-activate
         11,008   0%                                   - timer--activate
         11,008   0%                                      timer--time-less-p
          6,688   0%                                    timer-relative-time
          4,224   0%                                  - timer-set-time
          4,224   0%                                     timer--time-setter
          8,288   0%                                  seed7-inside-string-p
          3,072   0%                                  re-search-backward
         21,728   0%                               - seed7--safe-enclosing-block-bounds
         21,728   0%                                - seed7--block-end-pos-for
         10,336   0%                                 - seed7-re-search-forward-closest
          2,048   0%                                    seed7-re-search-forward
          3,072   0%                                 - seed7--line-ends-a-statement-p
          3,072   0%                                    looking-at
          2,048   0%                                 - seed7-to-block-forward
          1,024   0%                                    seed7-inside-line-trailing-whitespace-before-line-end-comment-p
          1,024   0%                                    seed7-re-search-forward
          7,216   0%                                 replace-regexp-in-string
          1,016   0%                                 match-string
         50,896   0%                             - seed7-line-after-short-func-end
         32,960   0%                              - seed7-to-block-backward
         20,632   0%                               - seed7-re-search-backward
          9,216   0%                                  re-search-backward
          7,272   0%                                - run-with-timer
          7,272   0%                                 - run-at-time
          2,808   0%                                  - timer-activate
          2,808   0%                                   - timer--activate
          2,808   0%                                      timer--time-less-p
          2,736   0%                                    timer-relative-time
          1,728   0%                                  - timer-set-time
          1,728   0%                                     timer--time-setter
          4,144   0%                                - seed7-inside-comment-p
          4,144   0%                                 - syntax-ppss
          4,144   0%                                    make-closure
          8,184   0%                               - seed7--current-line-nth-word
          8,184   0%                                - thing-at-point
          8,184   0%                                 - bounds-of-thing-at-point
          8,184   0%                                  - #<byte-code-function CDC>
          8,184   0%                                   - forward-thing
          8,184   0%                                      format
          4,144   0%                               - seed7-inside-line-indent-before-comment-p
          4,144   0%                                  seed7-inside-comment-p
          4,144   0%                              - seed7-move-to-line
          4,144   0%                                 seed7-to-previous-non-empty-line
         32,904   0%                             - seed7-line-is-defun-end
         21,544   0%                                looking-back
          7,216   0%                              - seed7-move-to-line
