  1,209,917,114  99% - ...
  1,209,917,114  99%  - #<primitive-function call-interactively>
  1,209,917,114  99%   - funcall-interactively
  1,209,917,114  99%    - smex
  1,209,917,114  99%     - smex-read-and-run
  1,209,917,114  99%      - execute-extended-command
  1,209,917,114  99%       - command-execute
  1,209,917,114  99%        - call-interactively
  1,209,917,114  99%         - apply
  1,209,917,114  99%          - call-interactively@ido-cr+-record-current-command
  1,209,917,114  99%           - #<primitive-function call-interactively>
  1,209,917,114  99%            - funcall-interactively
  1,209,917,114  99%             - pel-profile-all
  1,209,917,114  99%              - pel-profile-dir
  1,209,917,114  99%               - pel-profile-indent
  1,209,917,114  99%                - pel-profile-indentation-test-of
  1,208,336,318  99%                 - call-interactively
  1,208,336,318  99%                  - apply
  1,208,336,318  99%                   - call-interactively@ido-cr+-record-current-command
  1,208,336,318  99%                    - #<primitive-function call-interactively>
  1,208,336,318  99%                     - funcall-interactively
  1,208,336,302  99%                      - seed7-complete-statement-or-indent
  1,208,336,302  99%                       - seed7-indent-region
  1,208,336,302  99%                        - seed7--indent-one-line
  1,208,336,302  99%                         - seed7-calc-indent
    494,644,819  40%                          - seed7-line-inside-parens-pair-column
    494,644,819  40%                           - seed7-line-inside-parens-pair
    485,662,785  40%                            - seed7-re-search-backward
    473,442,977  39%                             - run-with-timer
    473,442,977  39%                              - run-at-time
    265,328,538  21%                               - timer-activate
    265,328,538  21%                                - timer--activate
    265,328,538  21%                                 - timer--time-less-p
            486   0%                                    timer--time
    127,416,578  10%                                 timer-relative-time
     80,503,093   6%                               - timer-set-time
     80,502,448   6%                                  timer--time-setter
        194,768   0%                                 timer-create
     10,065,091   0%                               re-search-backward
      1,346,129   0%                             - seed7-inside-string-p
        417,873   0%                              - syntax-ppss
        414,400   0%                                 make-closure
          1,005   0%                                 #<byte-code-function F4A>
        678,872   0%                             - seed7-inside-comment-p
        397,080   0%                              - syntax-ppss
        393,680   0%                                 make-closure
          2,303   0%                                 #<byte-code-function 59D>
        129,716   0%                               make-closure
      8,977,890   0%                            - forward-sexp
      8,977,656   0%                               seed7--forward-sexp-function
          4,144   0%                            - seed7-line-inside-syntax-parens-pair
          4,144   0%                             - syntax-ppss
          4,144   0%                                make-closure
    326,181,403  26%                          - seed7-line-inside-a-block-cached
    326,181,074  26%                           - seed7-line-inside-a-block
    176,305,382  14%                            - seed7-re-search-backward
    163,213,252  13%                             - run-with-timer
    163,213,252  13%                              - run-at-time
     91,464,516   7%                               - timer-activate
     91,464,516   7%                                - timer--activate
     91,464,516   7%                                 - timer--time-less-p
            982   0%                                    timer--time
     43,948,576   3%                                 timer-relative-time
     27,766,915   2%                               - timer-set-time
     27,765,344   2%                                  timer--time-setter
         33,152   0%                                 timer-create
             93   0%                                 timer-set-function
     12,801,585   1%                               re-search-backward
        200,100   0%                             - seed7-inside-string-p
         55,060   0%                              - syntax-ppss
         53,872   0%                                 make-closure
         64,296   0%                               make-closure
         26,149   0%                             - seed7-inside-comment-p
         13,717   0%                              - syntax-ppss
         12,432   0%                                 make-closure
            678   0%                                 syntax-table
            110   0%                                 #<byte-code-function 83D>
    117,102,043   9%                            - seed7--safe-enclosing-block-bounds
    117,087,691   9%                             - seed7--block-end-pos-for
    116,917,779   9%                              - seed7-to-block-forward
     53,804,070   4%                               - seed7--current-line-nth-word
     53,737,465   4%                                - thing-at-point
     31,126,841   2%                                 - bounds-of-thing-at-point
     20,405,406   1%                                  - #<byte-code-function 8D4>
     20,401,233   1%                                   - forward-thing
     20,394,528   1%                                      format
          6,705   0%                                      intern-soft
     10,123,837   0%                                  - #<byte-code-function AF1>
     10,123,737   0%                                   - forward-thing
     10,123,608   0%                                      format
            129   0%                                      intern-soft
        344,998   0%                                    make-closure
        135,206   0%                                  - seq-some
        132,608   0%                                     make-closure
          2,248   0%                                     seq-do
         30,370   0%                                    re-search-forward
     40,019,909   3%                               - seed7-re-search-forward
     17,404,578   1%                                - seed7-inside-comment-p
     17,375,570   1%                                 - syntax-ppss
     17,333,800   1%                                  - syntax-propertize
     17,333,800   1%                                     seed7-mode-syntax-propertize
         41,440   0%                                    make-closure
            330   0%                                    syntax-table
        151,772   0%                                - seed7-inside-string-p
         27,452   0%                                 - syntax-ppss
         24,864   0%                                    make-closure
            324   0%                                    #<byte-code-function E1D>
     10,104,269   0%                               - seed7-inside-line-trailing-whitespace-before-line-end-comment-p
         64,260   0%                                - seed7-inside-comment-p
         26,964   0%                                 - syntax-ppss
         24,864   0%                                    make-closure
          2,100   0%                                    syntax-table
         53,897   0%                                - seed7-inside-line-indent-before-comment-p
             25   0%                                   seed7-to-indent
      7,504,775   0%                                 seed7--end-regexp-for
      5,358,693   0%                               - seed7-end-of-defun
      5,173,821   0%                                - seed7-top-block-name
      5,166,501   0%                                 - seed7--to-top
      5,026,629   0%                                  - seed7-re-search-backward
