      7,593,847  99% - ...
      7,593,847  99%  - #<primitive-function call-interactively>
      7,593,847  99%   - funcall-interactively
      7,593,847  99%    - smex
      7,593,847  99%     - smex-read-and-run
      7,593,847  99%      - execute-extended-command
      7,593,847  99%       - command-execute
      7,593,847  99%        - call-interactively
      7,593,847  99%         - apply
      7,593,847  99%          - call-interactively@ido-cr+-record-current-command
      7,593,847  99%           - #<primitive-function call-interactively>
      7,593,847  99%            - funcall-interactively
      7,593,847  99%             - pel-profile-all
      7,593,847  99%              - pel-profile-dir
      7,593,847  99%               - pel-profile-indent
      7,593,847  99%                - pel-profile-indentation-test-of
      6,029,947  79%                 - call-interactively
      6,029,947  79%                  - apply
      6,029,947  79%                   - call-interactively@ido-cr+-record-current-command
      6,029,947  79%                    - #<primitive-function call-interactively>
      6,029,947  79%                     - funcall-interactively
      6,029,931  79%                      - seed7-complete-statement-or-indent
      6,029,931  79%                       - seed7-indent-region
      6,029,931  79%                        - seed7--indent-one-line
      6,029,931  79%                         - seed7-calc-indent
      1,553,105  20%                          - seed7-line-is-defun-end
        696,140   9%                           - seed7-beg-of-defun
        536,817   7%                            - seed7-re-search-backward
        472,129   6%                             - seed7-inside-string-p
        472,129   6%                              - syntax-ppss
        472,129   6%                                 #<byte-code-function 77D>
         35,648   0%                               re-search-backward
         29,040   0%                             - run-with-timer
         29,040   0%                              - run-at-time
         14,160   0%                               - timer-activate
         14,160   0%                                - timer--activate
         14,160   0%                                   timer--time-less-p
          9,120   0%                                 timer-relative-time
          5,760   0%                               - timer-set-time
          5,760   0%                                  timer--time-setter
         73,965   0%                            - seed7-re-search-backward-closest
         73,965   0%                             - seed7-re-search-backward
         39,117   0%                                re-search-backward
         34,848   0%                              - run-with-timer
         34,848   0%                               - run-at-time
         16,992   0%                                - timer-activate
         16,992   0%                                 - timer--activate
         16,992   0%                                    timer--time-less-p
         10,944   0%                                  timer-relative-time
          6,912   0%                                - timer-set-time
          6,912   0%                                   timer--time-setter
         15,936   0%                            - seed7-top-block-name
         11,840   0%                             - seed7--to-top
          7,968   0%                              - seed7-re-search-backward
          4,096   0%                                 re-search-backward
          3,872   0%                               - run-with-timer
          3,872   0%                                - run-at-time
          1,888   0%                                 - timer-activate
          1,888   0%                                  - timer--activate
          1,888   0%                                     timer--time-less-p
          1,216   0%                                   timer-relative-time
            768   0%                                 - timer-set-time
            768   0%                                    timer--time-setter
          3,872   0%                              - run-with-timer
          3,872   0%                               - run-at-time
          1,888   0%                                - timer-activate
          1,888   0%                                 - timer--activate
          1,888   0%                                    timer--time-less-p
          1,216   0%                                  timer-relative-time
            768   0%                                - timer-set-time
            768   0%                                   timer--time-setter
          4,096   0%                             - seed7--block-name
          4,096   0%                                seed7-re-search-forward
          8,184   0%                              match-string
        337,924   4%                           - seed7-line-starts-with-any
        337,924   4%                              seed7-line-starts-with
        278,000   3%                             looking-back
        113,457   1%                           - seed7-end-of-defun
         69,696   0%                            - seed7-top-block-name
         69,696   0%                             - seed7--to-top
         58,080   0%                              - seed7-re-search-backward
         58,080   0%                               - run-with-timer
