  4,462,985,330  99% - ...
  4,462,985,330  99%  - call-interactively
  4,462,985,330  99%   - apply
  4,462,985,330  99%    - call-interactively@ido-cr+-record-current-command
  4,462,985,330  99%     - #<primitive-function call-interactively>
  4,462,985,330  99%      - funcall-interactively
  4,462,985,330  99%       - smex
  4,462,985,330  99%        - smex-read-and-run
  4,462,985,330  99%         - execute-extended-command
  4,462,985,330  99%          - command-execute
  4,462,985,330  99%           - call-interactively
  4,462,985,330  99%            - apply
  4,462,985,330  99%             - call-interactively@ido-cr+-record-current-command
  4,462,985,330  99%              - #<primitive-function call-interactively>
  4,462,985,330  99%               - funcall-interactively
  4,462,985,330  99%                - pel-profile
  4,461,274,262  99%                 - call-interactively
  4,461,274,262  99%                  - apply
  4,461,274,262  99%                   - call-interactively@ido-cr+-record-current-command
  4,461,274,262  99%                    - #<primitive-function call-interactively>
  4,461,274,262  99%                     - funcall-interactively
  4,461,274,246  99%                      - seed7-complete-statement-or-indent
  4,461,274,246  99%                       - seed7-indent-region
  4,461,274,246  99%                        - seed7--indent-one-line
  4,452,954,385  99%                         - seed7-calc-indent
  2,947,709,910  65%                          - seed7-line-is-defun-end
  1,732,078,803  38%                           - seed7--indent-search-boundary-uncached
  1,726,055,921  38%                            - syntax-ppss
  1,701,215,600  38%                               make-closure
     22,331,352   0%                               parse-partial-sexp
        373,904   0%                               #<byte-code-function AA1>
        134,753   0%                               syntax-table
        105,727   0%                              seed7-to-indent
  1,028,748,824  22%                           - seed7-end-of-defun
    928,950,580  20%                            - seed7-top-block-name
    923,817,812  20%                             - seed7--to-top
    914,288,108  20%                              - seed7-re-search-backward
    726,389,152  16%                               - run-with-timer
    726,389,152  16%                                - run-at-time
    354,708,408   7%                                 - timer-activate
    354,708,408   7%                                  - timer--activate
    354,675,616   7%                                   - timer--time-less-p
        918,176   0%                                      timer--time
    201,265,768   4%                                   timer-relative-time
    137,557,200   3%                                 - timer-set-time
    137,557,200   3%                                    timer--time-setter
     32,857,776   0%                                   timer-create
    117,836,808   2%                               - seed7-inside-string-p
     18,642,960   0%                                - syntax-ppss
     17,396,512   0%                                   make-closure
      1,246,448   0%                                 - parse-partial-sexp
        787,360   0%                                  - internal--syntax-propertize
        592,592   0%                                   - syntax-propertize
        298,368   0%                                      seed7-mode-syntax-propertize
     39,935,344   0%                               - seed7-inside-comment-p
     18,270,512   0%                                - syntax-ppss
     16,232,048   0%                                   make-closure
      1,710,544   0%                                 - syntax-propertize
      1,424,608   0%                                    seed7-mode-syntax-propertize
        327,920   0%                                   parse-partial-sexp
     30,094,012   0%                                 make-closure
      9,120,888   0%                              - run-with-timer
      9,120,888   0%                               - run-at-time
      3,624,984   0%                                - timer-activate
      3,624,984   0%                                 - timer--activate
      3,624,984   0%                                  - timer--time-less-p
         32,792   0%                                     timer--time
      3,035,728   0%                                  timer-relative-time
      2,000,192   0%                                - timer-set-time
      2,000,192   0%                                   timer--time-setter
        459,984   0%                                  timer-create
        277,648   0%                                make-closure
      4,842,688   0%                             - seed7--block-name
      3,816,264   0%                              - seed7-re-search-forward
      3,224,032   0%                               - seed7-inside-string-p
        542,864   0%                                - syntax-ppss
        542,864   0%                                   make-closure
        592,232   0%                               - seed7-inside-comment-p
        405,752   0%                                - syntax-ppss
        372,960   0%                                   make-closure
         32,792   0%                                   parse-partial-sexp
        384,704   0%                                match-string
     68,308,955   1%                            - seed7-re-search-forward
     28,075,396   0%                             - seed7-inside-comment-p
     23,102,596   0%                              - syntax-ppss
     18,349,604   0%                               - syntax-propertize
     12,855,020   0%                                  seed7-mode-syntax-propertize
      4,359,488   0%                                 make-closure
        393,504   0%                                 parse-partial-sexp
     25,522,145   0%                             - seed7-inside-string-p
      4,753,137   0%                              - syntax-ppss
      4,720,016   0%                                 make-closure
         32,792   0%                                 parse-partial-sexp
      9,114,596   0%                             - internal--syntax-propertize
      8,758,212   0%                              - syntax-propertize
      8,497,140   0%                                 seed7-mode-syntax-propertize
     13,723,808   0%                            - seed7-re-search-backward
      9,295,312   0%                             - run-with-timer
      9,295,312   0%                              - run-at-time
      3,612,912   0%                               - timer-activate
      3,612,912   0%                                - timer--activate
      3,612,912   0%                                   timer--time-less-p
      3,035,744   0%                                 timer-relative-time
      1,987,760   0%                               - timer-set-time
      1,987,760   0%                                  timer--time-setter
        658,896   0%                                 timer-create
      3,335,920   0%                             - seed7-inside-string-p
        331,520   0%                              - syntax-ppss
        331,520   0%                                 make-closure
        848,080   0%                             - seed7-inside-comment-p
        491,696   0%                              - syntax-ppss
        360,528   0%                                 make-closure
        131,168   0%                                 parse-partial-sexp
        244,496   0%                               make-closure
      5,870,712   0%                              match-string-no-properties
      4,048,368   0%                              match-string
    136,339,246   3%                           - seed7-beg-of-defun
     76,441,377   1%                            - seed7-re-search-backward
     55,022,304   1%                             - run-with-timer
     55,022,304   1%                              - run-at-time
     21,836,640   0%                               - timer-activate
     21,836,640   0%                                - timer--activate
     21,836,640   0%                                 - timer--time-less-p
         32,792   0%                                    timer--time
     18,079,072   0%                                 timer-relative-time
     11,899,136   0%                               - timer-set-time
     11,899,136   0%                                  timer--time-setter
      3,207,456   0%                                 timer-create
     10,578,912   0%                             - seed7-inside-string-p
      2,324,064   0%                              - syntax-ppss
      2,258,480   0%                                 make-closure
         65,584   0%                                 parse-partial-sexp
      5,394,945   0%                               re-search-backward
      3,505,824   0%                             - seed7-inside-comment-p
      1,993,264   0%                              - syntax-ppss
      1,993,264   0%                                 make-closure
      1,939,392   0%                               make-closure
     17,295,534   0%                            - seed7-top-block-name
      8,788,700   0%                             - seed7--to-top
      6,340,420   0%                              - seed7-re-search-backward
      2,894,220   0%                                 re-search-backward
      2,758,296   0%                               - run-with-timer
      2,758,296   0%                                - run-at-time
      1,313,704   0%                                 - timer-activate
      1,313,704   0%                                  - timer--activate
      1,313,704   0%                                     timer--time-less-p
        788,880   0%                                   timer-relative-time
        510,672   0%                                 - timer-set-time
        510,672   0%                                    timer--time-setter
        145,040   0%                                   timer-create
        426,832   0%                               - seed7-inside-string-p
         91,168   0%                                - syntax-ppss
         91,168   0%                                   make-closure
        211,344   0%                               - seed7-inside-comment-p
        145,040   0%                                - syntax-ppss
        145,040   0%                                   make-closure
         49,728   0%                                 make-closure
      2,374,048   0%                              - run-with-timer
      2,374,048   0%                               - run-at-time
        925,312   0%                                - timer-activate
        925,312   0%                                 - timer--activate
        925,312   0%                                  - timer--time-less-p
