  2,218,284,556  99% - ...
  2,218,284,556  99%  - call-interactively
  2,218,284,556  99%   - apply
  2,218,284,556  99%    - call-interactively@ido-cr+-record-current-command
  2,218,284,556  99%     - #<primitive-function call-interactively>
  2,218,284,556  99%      - funcall-interactively
  2,218,284,556  99%       - smex
  2,218,284,556  99%        - smex-read-and-run
  2,218,284,556  99%         - execute-extended-command
  2,218,284,556  99%          - command-execute
  2,218,284,556  99%           - call-interactively
  2,218,284,556  99%            - apply
  2,218,284,556  99%             - call-interactively@ido-cr+-record-current-command
  2,218,284,556  99%              - #<primitive-function call-interactively>
  2,218,284,556  99%               - funcall-interactively
  2,218,284,556  99%                - pel-profile
  2,216,681,232  99%                 - call-interactively
  2,216,681,232  99%                  - apply
  2,216,681,232  99%                   - call-interactively@ido-cr+-record-current-command
  2,216,681,232  99%                    - #<primitive-function call-interactively>
  2,216,681,232  99%                     - funcall-interactively
  2,216,681,216  99%                      - seed7-complete-statement-or-indent
  2,216,681,216  99%                       - seed7-indent-region
  2,216,681,216  99%                        - seed7--indent-one-line
  2,214,712,443  98%                         - seed7-calc-indent
  1,049,941,273  46%                          - seed7-line-is-defun-end
    754,830,556  33%                           - seed7-end-of-defun
    688,722,201  30%                            - seed7-top-block-name
    687,558,065  30%                             - seed7--to-top
    677,696,529  30%                              - seed7-re-search-backward
    652,275,306  29%                               - run-with-timer
    652,275,306  29%                                - run-at-time
    318,376,665  14%                                 - timer-activate
    318,376,665  14%                                  - timer--activate
    318,343,873  14%                                   - timer--time-less-p
         65,736   0%                                      timer--time
    201,043,028   8%                                   timer-relative-time
    128,536,233   5%                                 - timer-set-time
    128,536,024   5%                                    timer--time-setter
      4,318,048   0%                                   timer-create
          1,332   0%                                   timer-set-function
     16,095,206   0%                               - seed7-inside-string-p
      2,453,158   0%                                - syntax-ppss
      2,341,360   0%                                   make-closure
        111,168   0%                                 - parse-partial-sexp
         45,584   0%                                  - internal--syntax-propertize
         24,864   0%                                   - syntax-propertize
          8,288   0%                                      seed7-mode-syntax-propertize
      6,087,923   0%                               - seed7-inside-comment-p
      3,299,011   0%                                - syntax-ppss
      2,150,736   0%                                   make-closure
      1,113,041   0%                                 - syntax-propertize
      1,088,177   0%                                    seed7-mode-syntax-propertize
         32,792   0%                                   parse-partial-sexp
            739   0%                                   syntax-table
            121   0%                                   #<byte-code-function F37>
      3,238,007   0%                                 make-closure
      9,820,096   0%                              - run-with-timer
      9,820,096   0%                               - run-at-time
      4,783,984   0%                                - timer-activate
      4,783,984   0%                                 - timer--activate
      4,783,984   0%                                    timer--time-less-p
      3,033,312   0%                                  timer-relative-time
      1,924,064   0%                                - timer-set-time
      1,924,064   0%                                   timer--time-setter
         78,736   0%                                  timer-create
         41,440   0%                                make-closure
      1,122,696   0%                             - seed7--block-name
        725,200   0%                              - seed7-re-search-forward
        605,024   0%                               - seed7-inside-string-p
         74,592   0%                                - syntax-ppss
         74,592   0%                                   make-closure
        120,176   0%                               - seed7-inside-comment-p
         95,312   0%                                - syntax-ppss
         95,312   0%                                   make-closure
        213,984   0%                                match-string
     37,818,059   1%                            - seed7-re-search-forward
     14,852,046   0%                             - seed7-inside-comment-p
     13,020,398   0%                              - syntax-ppss
     11,354,962   0%                               - syntax-propertize
      9,336,834   0%                                - seed7-mode-syntax-propertize
            626   0%                                   #<byte-code-function 9AD>
      1,599,584   0%                                 make-closure
         65,584   0%                                 parse-partial-sexp
      8,953,915   0%                             - seed7-inside-string-p
      1,735,067   0%                              - syntax-ppss
      1,632,736   0%                                 make-closure
         98,376   0%                                 parse-partial-sexp
            991   0%                                 #<byte-code-function 932>
      8,504,362   0%                             - internal--syntax-propertize
      8,471,210   0%                              - syntax-propertize
      8,413,194   0%                                 seed7-mode-syntax-propertize
     10,504,272   0%                            - seed7-re-search-backward
      9,828,800   0%                             - run-with-timer
      9,828,800   0%                              - run-at-time
      4,800,992   0%                               - timer-activate
      4,800,992   0%                                - timer--activate
      4,800,992   0%                                   timer--time-less-p
      3,033,296   0%                                 timer-relative-time
      1,919,920   0%                               - timer-set-time
      1,919,920   0%                                  timer--time-setter
         74,592   0%                                 timer-create
        534,576   0%                             - seed7-inside-string-p
         53,872   0%                              - syntax-ppss
         53,872   0%                                 make-closure
         91,168   0%                             - seed7-inside-comment-p
         66,304   0%                              - syntax-ppss
         66,304   0%                                 make-closure
         49,728   0%                               make-closure
      5,840,024   0%                              match-string-no-properties
      3,759,800   0%                              match-string
    129,024,829   5%                           - seed7-beg-of-defun
     67,870,218   3%                            - seed7-re-search-backward
     59,058,937   2%                             - run-with-timer
     59,058,937   2%                              - run-at-time
     28,872,919   1%                               - timer-activate
     28,872,919   1%                                - timer--activate
     28,872,919   1%                                 - timer--time-less-p
         32,792   0%                                    timer--time
     18,062,770   0%                                 timer-relative-time
     11,572,096   0%                               - timer-set-time
     11,572,096   0%                                  timer--time-setter
        551,152   0%                                 timer-create
      5,552,937   0%                               re-search-backward
      2,159,762   0%                             - seed7-inside-string-p
        452,434   0%                              - syntax-ppss
        414,400   0%                                 make-closure
         32,792   0%                                 parse-partial-sexp
          1,700   0%                                 #<byte-code-function 88A>
        721,478   0%                             - seed7-inside-comment-p
        360,950   0%                              - syntax-ppss
        323,232   0%                                 make-closure
         32,792   0%                                 parse-partial-sexp
          4,065   0%                                 #<byte-code-function 362>
        377,104   0%                               make-closure
     18,988,015   0%                            - seed7-top-block-name
     10,678,243   0%                             - seed7--block-name
     10,378,675   0%                              - seed7-re-search-forward
        111,888   0%                               - seed7-inside-string-p
         16,576   0%                                - syntax-ppss
         16,576   0%                                   make-closure
          8,288   0%                                 seed7-inside-comment-p
        137,432   0%                                match-string
      8,301,484   0%                             - seed7--to-top
      5,727,284   0%                              - seed7-re-search-backward
      3,053,364   0%                                 re-search-backward
      2,554,104   0%                               - run-with-timer
      2,554,104   0%                                - run-at-time
      1,243,112   0%                                 - timer-activate
      1,243,112   0%                                  - timer--activate
      1,243,112   0%                                     timer--time-less-p
        788,272   0%                                   timer-relative-time
        502,000   0%                                 - timer-set-time
        502,000   0%                                    timer--time-setter
         20,720   0%                                   timer-create
         58,016   0%                               - seed7-inside-string-p
         12,432   0%                                - syntax-ppss
         12,432   0%                                   make-closure
         57,656   0%                               - seed7-inside-comment-p
         49,368   0%                                - syntax-ppss
         16,576   0%                                   make-closure
          4,144   0%                                 make-closure
      2,565,912   0%                              - run-with-timer
      2,565,912   0%                               - run-at-time
      1,242,488   0%                                - timer-activate
      1,242,488   0%                                 - timer--activate
      1,242,488   0%                                    timer--time-less-p
        788,272   0%                                  timer-relative-time
        502,000   0%                                - timer-set-time
        502,000   0%                                   timer--time-setter
         33,152   0%                                  timer-create
          8,288   0%                                make-closure
     15,368,013   0%                            - seed7-re-search-backward-closest
     15,287,149   0%                             - seed7-re-search-backward
      9,932,861   0%                                re-search-backward
      5,246,544   0%                              - run-with-timer
      5,246,544   0%                               - run-at-time
      2,520,240   0%                                - timer-activate
      2,520,240   0%                                 - timer--activate
      2,520,240   0%                                    timer--time-less-p
      1,637,936   0%                                  timer-relative-time
      1,034,496   0%                                - timer-set-time
      1,034,496   0%                                   timer--time-setter
         53,872   0%                                  timer-create
         78,736   0%                              - seed7-inside-string-p
         12,432   0%                               - syntax-ppss
         12,432   0%                                  make-closure
         16,576   0%                                make-closure
         12,432   0%                              - seed7-inside-comment-p
          4,144   0%                               - syntax-ppss
